job_title,skill_required,location,link
Développeur SAP UI5,"ABAP, FIORI, ODATA",Sujet 913,pfe-book-Aymax (1)-page14.pdf
ÉTUDE ET CONFIGURATION DES INTERFACES MDM AVEC SAP,SAP S/4HANA,-,pfe-book-Aymax (1)-page15.pdf
Étude théorique MDM'interfaçage SAP,Implementation SAP AYMAX,-,pfe-book-Aymax (1)-page15.pdf
Paramétrage solution utiliser projets’implémentation SAP,Test différents types'interfaçage SAP,-,pfe-book-Aymax (1)-page15.pdf
Documentation solution,SAP S/4HANA,-,pfe-book-Aymax (1)-page15.pdf
PÔLE SAP,bonnes pratiques sécurité SAP,"Tunis, Tunisia",pfe-book-Aymax (1)-page16.pdf
PÔLE SAP,paramétrage de la solution SAP,"Tunis, Tunisia",pfe-book-Aymax (1)-page16.pdf
PÔLE SAP,validation des solutions,"Tunis, Tunisia",pfe-book-Aymax (1)-page16.pdf
PÔLE SAP,documentation de la solution,"Tunis, Tunisia",pfe-book-Aymax (1)-page16.pdf
PÔLE SAP,formation aux stagiaires et techniques SAP BASIS,"Tunis, Tunisia",pfe-book-Aymax (1)-page16.pdf
PÔLE SAP,étude théorique de comparatives solutions,"Tunis, Tunisia",pfe-book-Aymax (1)-page16.pdf
PÔLE SAP,maquettage complet et conception,"Tunis, Tunisia",pfe-book-Aymax (1)-page16.pdf
PÔLE SAP,mise en place du planning de réalisation de la solution,"Tunis, Tunisia",pfe-book-Aymax (1)-page16.pdf
PÔLE SAP,suivi de la méthodologie Scrum et définition des objectifs pour chaque sprint,"Tunis, Tunisia",pfe-book-Aymax (1)-page16.pdf
PÔLE SAP,réalisation et livraison partielle de la solution pour chaque sprint,"Tunis, Tunisia",pfe-book-Aymax (1)-page16.pdf
vente,VENTE,COMMENTPOSTULER,pfe-book-Aymax (1)-page17.pdf
entretien,RDV,ENTRETIEN,pfe-book-Aymax (1)-page17.pdf
équipe,MANAGEMENT,PARTIE DE NOS ÉQUIPES,pfe-book-Aymax (1)-page17.pdf
candidature,COMMUNICATION,CONSEIL,pfe-book-Aymax (1)-page17.pdf
stages PFE,CANDIDATURE,Rejoignez-nous,pfe-book-Aymax (1)-page17.pdf
recrutement,EMAIL,À recrute@aymax.fr,pfe-book-Aymax (1)-page17.pdf
Expert conseil,"Développement d'applications digitales, intégration de solutions ERP, flexibilité et agilité","France, Tunisie, Égypte & Belgique",pfe-book-Aymax (1)-page2.pdf
Consultant,Conception jusqu'à l'exploitation des infrastructures numériques,"France, Tunisie, Égypte & Belgique",pfe-book-Aymax (1)-page2.pdf
Expert en nouvelles technologies,Maîtrise des nouvelles technologies,Organismes Secteur Publique et Privé en France,pfe-book-Aymax (1)-page3.pdf
Développeur,Maîtrise des nouvelles technologies,Aymax Tunisie,pfe-book-Aymax (1)-page3.pdf
Expert-comptable,Connaissance en comptabilité,Aymax Belgique,pfe-book-Aymax (1)-page3.pdf
Chargé de clientèle,Relation client,Aymax France,pfe-book-Aymax (1)-page3.pdf
Chef de projet,Gestion de projet,Aymax Group,pfe-book-Aymax (1)-page3.pdf
PFE chez Aymax?,"Intégrer’équipe Aymax’, Travailler projets internationaux, Collaborer thématiques métiers diverses mobilisant pluralité expertise technologiques",,pfe-book-Aymax (1)-page5.pdf
Intégrer entreprise internationale,"Être accompagné montée compétences, Accéder processus pré-embauche, Bénéficier’ accompagnement proximité",,pfe-book-Aymax (1)-page5.pdf
Application Developer,"['SAPMII15.4', 'SAPPCo15.5', 'SAPUI5/FIORI', 'SAPOEE', 'Industrial computing skills', 'IOT/MachineLearning/Artificial Intelligence skills', 'Industry 4.0 knowledge']",Morocco,pfe-book-Aymax (1)-page6.pdf
Preparation requirements for successful installation of digital manufacturing solutions (SAPMII/SAPME/SAPDMC) in high availability respecting best SAP practices,"SAPMII 15.5, SAPDMC(Digital Manufacturing Cloud), SAPMFG EXECUTION 15.5, good knowledge of Cloud/IOT/Machine Learning/Artificial Intelligence",,pfe-book-Aymax (1)-page7.pdf
Technical installation and configuration of ME/MII/DMC in high availability and integration with ERPS/4HANA,"SAPMII 15.5, SAPDMC(Digital Manufacturing Cloud), HAMZA OTHMANE, SAPMFG EXECUTION 15.5, good knowledge of Cloud/IOT/Machine Learning/Artificial Intelligence",,pfe-book-Aymax (1)-page7.pdf
MISE EN PLACE D’UN TABLEAU DE BORD DE GESTION DE TRÉSORERIE SUR SAP,"SAP, gestion de trésorerie et comptes bancaires, développement d’une solution de tableau de bord, planification financière adaptée aux besoins de la clientèle tunisienne",,pfe-book-Aymax (1)-page8.pdf
MISE EN PLACE D’UN SYSTÈME DE GESTION DE CAISSES PRINCIPALES ET SECONDAIRES,"SAP, développement d’un tableau de bord de gestion de trésorerie et comptes bancaires, désignation de caisse principale lien caisses auxiliaires afférentes, solution permettant d’effectuer opérations la/les caisse() principale() caisses secondaires d’une société (transfert fonds, alimentation, ...), comptabilité bancaire",,pfe-book-Aymax (1)-page8.pdf
POLE SAP,ABAP/FIORI,"Houssem Sendes, not specified",pfe-book-Aymax (1)-page8.pdf
Refonte’Dashboard départements ressources humaines,"Définition des besoins métiers, ProofofConcept, Réalisation et test, Correction du rapport",Tunisia,PWC-page10.pdf
Sujet°1,"Agile, PowerBI, DAX, Excel",France,PWC-page10.pdf
Dashboard Analyst,"Agile, PowerBI, DAX, Excel",France,PWC-page12.pdf
Module Sujet 4,"Salesforce, SQL/PLSQL, HTML, Javascript",,PWC-page13.pdf
Candidature PFE - Sujet 4 - Salesforce,Bac+5: Master/Ingénieur,,PWC-page13.pdf
Dashboard Suivi pipe projets PwC TAC Tunisia,"Salesforce, SQL/PLSQL, HTML, Javascript",Tunisia,PWC-page14.pdf
Solution RH gestion recrutements,"['définition besoins métiers managers département RH', 'conception solution répond besoin métier', 'Microsoft Power Platform', 'Power BI', 'SQL']",Tunisia,PWC-page15.pdf
Miseplace' application eco-responsable,Benchmarking technologies including Machine Learning & Intelligence Artificielle; Discovering SAP Business Technology Platform; Designing architecture d’intégration données; Developing backend; Designing prototypes d'interfaces utilisateur; Developing frontend,France,PWC-page16.pdf
Sujet°7CompétencesTechniques,"SAPBTP (SAP Analytics Cloud, SAP AppGyver, SAP API Business Hub, AI,...); S/4Hana; Machine learning/Intelligence artificielle",France,PWC-page16.pdf
AI Powered Solution improving client’s olvability prediction the insurance industry,"EXCEL, MSBI, IBM COGNOS or PowerBI, SQL, PYTHON, JAVA","Nice, France",PWC-page17.pdf
Développement stratégie marque employeur à travers Social Media communication interne entreprise multinationale,"MetaBusinessSuite & LinkedIn, Outils de creation et edition de contenu (image, video), Excellent niveau de Français, OfficeSuite","PwCTACT, Tunis",PWC-page18.pdf
stage PFE en communication marketing digital,"Maîtrise des outils de rédaction et d'édition vidéo, Connaissance des outils de création de contenu visuel, Connaissance des réseaux sociaux, Excellent niveau de Français, Pack Office",,PWC-page18.pdf
Acceleration Centers Member,"Highly-Skilled professionals, Diversity & Inclusion, Enhanced Quality Innovation",USA,PWC-page2.pdf
Acceleration Centers Member,"Highly-Skilled professionals, Diversity & Inclusion, Enhanced Quality Innovation",UK,PWC-page2.pdf
Acceleration Centers Member,"Highly-Skilled professionals, Diversity & Inclusion, Enhanced Quality Innovation",Argentina,PWC-page2.pdf
Acceleration Centers Member,"Highly-Skilled professionals, Diversity & Inclusion, Enhanced Quality Innovation",Philippines,PWC-page2.pdf
Acceleration Centers Member,"Highly-Skilled professionals, Diversity & Inclusion, Enhanced Quality Innovation",China,PWC-page2.pdf
Acceleration Centers Member,"Highly-Skilled professionals, Diversity & Inclusion, Enhanced Quality Innovation",India,PWC-page2.pdf
Acceleration Centers Member,"Highly-Skilled professionals, Diversity & Inclusion, Enhanced Quality Innovation",Mexico,PWC-page2.pdf
Acceleration Centers Member,"Highly-Skilled professionals, Diversity & Inclusion, Enhanced Quality Innovation",Malaysia,PWC-page2.pdf
Acceleration Centers Member,"Highly-Skilled professionals, Diversity & Inclusion, Enhanced Quality Innovation",Morocco,PWC-page2.pdf
Acceleration Centers Member,"Highly-Skilled professionals, Diversity & Inclusion, Enhanced Quality Innovation",Tunisia,PWC-page2.pdf
PwC Tunisie Audit,"['Consulting', 'Tax', 'Legal', 'Deals']",Tunisia,PWC-page3.pdf
PwC TAC Tunisia,"['IT', 'Consulting', 'development']",Tunisia,PWC-page3.pdf
PwC France Maghreb,['NA'],"['France', 'Maghreb']",PWC-page3.pdf
IT Consultant,"Salesforce, Guidewire, SAP, Microsoft, Data Analytics, Metaverse, IA, Devs",Tunis,PWC-page4.pdf
Software Engineer,"Devs, IT engineering",Tunis,PWC-page4.pdf
Data Analyst,Data Analytics,Tunis,PWC-page4.pdf
AI Developer,IA,Tunis,PWC-page4.pdf
Ingénieur IT,"Expertise in IT engineering: software architecture, technical, and functional. End-to-end IT engineering",Technology Acceleration Center Tunisia,PWC-page5.pdf
Chef de projet,"Expertise in Agile coaching, DevOps, and project management",Technology Acceleration Center Tunisia,PWC-page5.pdf
Expert en développement software,"Expertise in frontend, backend, full-stack development, and mastery of the latest software development technologies",Technology Acceleration Center Tunisia,PWC-page5.pdf
Expert en intégration & amp; support,"Expertise in software module integration, software solution integration, as well as N-tier support",Technology Acceleration Center Tunisia,PWC-page5.pdf
Consultant & amp; business Consulting IT functional and technical,"Expertise in IT consulting, functional and technical",Technology Acceleration Center Tunisia,PWC-page5.pdf
Développeurs .NET/JAVA JEE,"DevOps, BI",Paris,Recrutement Profils -page0.pdf
Video Editor,"Audiovisual production, Premiere Pro, After Effects, Graphic Design, Visual Aesthetics","Paris, France",Relead-page10.pdf
UI/UX DESIGN RELAY,"Conception et création d'interface utilisateur pour une application mobile et une application Web, maîtrise des outils de conception visuelle et de conception de fils tels que Adobe XD, Figma, Sketch et InVision, expérience en conception UX/UI, solide portefeuille de travaux antérieurs, savoir créer des cartes de parcours, des flux d'utilisateurs, des wireframes, des prototypes et des maquettes haute fidélité",,Relead-page11.pdf
PFE Selection,CV,RD,Relead-page12.pdf
Entretien de recrutement,Savoir convaincre,1recrutement@relead.tn,Relead-page12.pdf
Envoi de CV,Savoir appliquer les consignes,RD,Relead-page12.pdf
Recrutement,Connaissance du poste,recrutement@relead.tn,Relead-page12.pdf
Software Engineering,"Java, TypeScript, Python, Scriptshell, Angular, Springboot, PostgreSQL, Git, GitLab, Docker",,Relead-page4.pdf
Conception et développement d'une application web pour la gestion des campagnes publicitaires,"Java, TypeScript, Python, Scriptshell, Angular, Springboot, PostgreSQL, Git, GitLab, Docker",,Relead-page4.pdf
Automatiser le passage des publicités dans les lieux souhaités après la validation de l'administrateur,"Java, TypeScript, Python, Scriptshell, Angular, Springboot, PostgreSQL, Git, GitLab, Docker",,Relead-page4.pdf
Mise en place d'un assistant d'investigation du routeur,"Java, TypeScript, Python, Scriptshell, Angular, Springboot, PostgreSQL, Git, GitLab, Docker",,Relead-page4.pdf
Intégrer un générateur de PDF pour générer des factures et des rapports,"Java, TypeScript, Python, Scriptshell, Angular, Springboot, PostgreSQL, Git, GitLab, Docker",,Relead-page4.pdf
Ajouter la langue française dans la plateforme,"Java, TypeScript, Python, Scriptshell, Angular, Springboot, PostgreSQL, Git, GitLab, Docker",,Relead-page4.pdf
Implementer des algorithmes pour des objectifs en marketing,"Java, TypeScript, Python, Scriptshell, Angular, Springboot, PostgreSQL, Git, GitLab, Docker",,Relead-page4.pdf
MOBILE DEVELOPMENT,"FLUTTER, ANGULAR, SPRING BOOT, GOOGLE MAPS, POSTGRES, GIT, DOCKER",,Relead-page5.pdf
NETWORK & TELECOMMUNICATIONS,MODELLING & DEPLOYMENT OF NETWORK PERFORMANCE TESTS,,Relead-page6.pdf
STACK TECHNIQUE,"DESIGN A BASIC TEST ARCHITECTURE, DESIGN A TEST METHODOLOGY BASE, CONFIGURE PFSENSE ON A VIRTUAL NETWORK, IMPLEMENT REAL-TIME VIRTUAL NETWORK MONITORING, CREATE A SECURITY SYSTEM BASED ON ALERTS FOR VIRTUAL NETWORKS",,Relead-page6.pdf
"LANGUAGE OF PROGRAMMING (DART, JAVA, & TYPESCRIPT), FRAMEWORK (FLUTTER, ANGULAR, SPRINGBOOT & GOOGLE MAPS), DATABASE (POSTGRES), VERSION SYSTEM (GIT & GITLAB), DEVOPS (DOCKER)",AUTOMATED SYSTEM THAT ALLOWS ROUTERS TO BE MANAGED AND SUPERVISED IN AN AUTOMATIC MANNER,,Relead-page6.pdf
UNKNOWN,"REF: NTP01, DURATION: 46 MONTHS (IN-PERSON), NUMBER OF TRAINEES: 1 TRAINEE",,Relead-page6.pdf
Network & Telecommunications Engineer,"knowledge on network equipment management and configuration, experience on router's workload monitoring, automation and externalization of monitoring system, proficiency in Python programming and script shell, familiarity with Git and GitLab",France,Relead-page7.pdf
NETWORK&TELECOMMUNICATIONSLEPROJETDEPORTAILD'ACCESCAPTIFESTDECREERUNEPASSERELLEENTREUNRESEAULANETLERESEAUWAN,"ETUDE ET MISE EN PLACE D'UN PORTAIL CAPTIF SUR RÉSEAU LAN, PYTHON, SCRIPT SHELL, FRAMEWORK FLASK, GIT & GITLAB",,Relead-page8.pdf
DESCRIPTION STACK TECHNIQUE ETUDE DE LA DOCUMENTATION ET DU CODE SOURCE DE LA SOLUTION EXISTANTE,"PYTHON, SCRIPT SHELL, FLASK, GIT & GITLAB",,Relead-page8.pdf
IMPLEMENTATION DU PORTAIL CAPTIF SUR LE ROUTEUR,"PYTHON, SCRIPT SHELL, FLASK, GIT & GITLAB",,Relead-page8.pdf
"ANALYSER LA CONSOMMATION DES RESSOURCES (MEMOIRE, DISQUE, RAM, CPU,...), IDENTIFIER LES PROTOCOLES/NORMES/TECHNOLOGIES SUPPORTEES","PYTHON, SCRIPT SHELL, FLASK, GIT & GITLAB",,Relead-page8.pdf
CAPITALISATION DES CONNAISSANCES ACQUISES,"PYTHON, SCRIPT SHELL, FLASK, GIT & GITLAB",,Relead-page8.pdf
Data Analyst/LES Analyst/ES de Données,"Optimisation des bases de données, recherche de nouvelles idées, réponse à des questions commerciales, maîtrise de SQL et Python",France,Relead-page9.pdf
"Ingénieur(e) en informatique, en logiciels/ordinateurs ou toute autre discipline d'ingénierie","Conception expérimentale et de méthodes statistiques, mathématiques appliquées ou en statistiques physiques",France,Relead-page9.pdf
Conception développement systèmes surveillance processus de compostage déchets organiques,"EmbeddedC, Python, KielµVision, STM32, MQTT, JSON, Cloud, NoSQL, protocols LoRa",,S2T-page2.pdf
Fire Monitoring System Engineer,"Embedded C, Python, NodeRED, MQTT, JSON, CloudAzure, NoSQL, LoRa","Bourse, France",S2T-page3.pdf
Embedded IoT System Engineer,"Embedded C, Python, MQTT, JSON, Cloud, NoSQL, NodeRed, LoRa protocols",Lamparo,S2T-page4.pdf
IoT Embedded System Developer,"Embedded C, Python, MQTT, JSON, Cloud, NoSQL, NodeRed, LoRa protocols",unknown,S2T-page5.pdf
Conception et Développement d'un Système d'aide à la décision irrigation base Réseaux De Capteurs LORA,"Conception, développement, ESP32, Django Framework",France/Laval,S2T-page6.pdf
Conception d'une solution d'accès personnes Mobilité,"Connaissances en conception et mécanique, Esprit critique, Esprit d'analyse synthèse, Sens de l'Organisation, Esprit d'équipe, Connaissance CATIA, Bonnes Connaissances en procédés fabrication: (thermoformage composites, sera), Spécialité Génie Mécanique, Génie Mécatronique, Génie Electromécanique",Safran DHARIRéduite VER,SAFRAN-page10.pdf
Conception Mécanique,"Maîtrise de la Conception et Mécanique, Esprit d'équipe, Connaissance en CAO (Catia, SolidWorks, etc.), Connaissance en dimensionnement et calcul de structure, Esprit critique, Aptitude de travail en équipe",H/F AREP – Poste basé à Pamandzi,SAFRAN-page10.pdf
Etude conception mécanisme pour privacy S-lounge Ultimate,"Connaissance en Conception et Mécanique, Esprit critique, Esprit d'analyse synthèse, Sens de l'Organisation, Esprit d'équipe, Connaissance CATIA, Bonnes Connaissance en procédés fabrication:(thermoformage, composites, era), Spécialité Génie Mécanique, Génie Mécatronique, Génie Electromécanique",Safran DHARI,SAFRAN-page11.pdf
Concepteur mécanique,"Conception mécanique, Analyse fonctionnelle, Connaissance en moteurs électriques, Prototypage",UNSPECIFIED,SAFRAN-page11.pdf
Etude conception d'une solution d'accès personnes Mobilité Réduite,"Connaissances conception et Mécanique, Esprit critique, Esprit d'analyse synthèse, Bonne Gestion temps, Esprit d'équipe, Connaissances CATIA Spécialité, Un Modèle 3D solution, Un prototype fait démonstration du, Génie Mécanique concept proposé, Génie Mécatronique, Génie Electromécanique",France,SAFRAN-page13.pdf
